unom,T1 < min,P1 <= 0,Сильная течь в системе отопления,Протечка труб в подъезде,Течь в системе отопления,T1 > max,P2 <= 0,Температура в квартире ниже нормативной,Отсутствие отопления в доме,Температура в помещении общего пользования ниже нормативной,Аварийная протечка труб в подъезде,Крупные пожары,ID ODS,№ ОДС,ods_adress,ID УУ,Адрес,Округ,Группа,Потребитель (или УК),ЦТП,Объём поданого теплоносителя в систему ЦО,Объём обратного теплоносителя из системы ЦО,Температура подачи,Температура обратки,Наработка часов счётчика,Проект,Количество этажей,Количество подъездов,Количество квартир,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Материалы стен,Признак аварийности здания ,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Материалы кровли по БТИ,Типы жилищного фонда,Статусы МКД
8374,0,0,0,0,0,0,0,1,1,1,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",433135295.0,"Зелёный пр-т, д. 44",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/041,639.7760783427229,624.5662045164319,70.20948628638497,54.626820985915494,23.549437901408453,,,,,,,,,,,,,,
8376,0,0,0,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",391420799.0,"Зелёный пр-т, д. 46",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,70.56007463849765,68.98994553051644,89.93944391079812,52.49110912206572,23.213359422535216,нет данных,3.0,5.0,42.0,3021.7,2281.1,740.6,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
8378,0,0,0,0,1,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",357021412.0,"Зелёный пр-т, д. 48, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,71.46520689655172,70.0950197044335,105.29936789655171,63.39209222660099,23.757881773399014,II-18-01/12,12.0,1.0,84.0,3688.2,3688.2,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8379,0,0,1,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",379403907.0,"Зелёный пр-т, д. 48, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,54.15441149295775,54.67355761971831,89.61387598122064,48.06500397183099,23.99475842723005,II-18-01/12,12.0,1.0,84.0,3663.6,3663.6,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8381,0,0,1,0,0,1,0,1,1,1,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",785472739.0,"Зелёный пр-т, д. 50",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,258.0202912621359,257.58665048543685,93.81074596601941,53.77757866990291,23.77009708737864,,,,,,,,,,,,,,
8382,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",391422978.0,"Зелёный пр-т, д. 52, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/009,62.09568822535212,62.13517596713615,81.73737217840376,46.34527953521126,23.99481115492958,П-18/22,12.0,1.0,84.0,3663.1,3663.1,0.0,из легкобетонных панелей,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8384,0,0,1,0,0,0,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",134651696.0,"Зелёный пр-т, д. 53, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,180.66162338967138,180.5355322018779,61.04339632863851,49.47597410328639,22.582408352112676,I-515,5.0,4.0,80.0,3559.1,3559.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8385,0,0,0,0,0,0,0,1,1,1,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",164832304.0,"Зелёный пр-т, д. 53, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,268.833709286385,271.4965797370892,60.98355382629108,48.722096765258215,23.330396769953047,П-46,12.0,2.0,95.0,4379.1,4341.1,38.0,панельные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8386,0,0,0,0,0,0,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",164835841.0,"Зелёный пр-т, д. 55",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,147.97159716431923,145.48873515023473,61.53256085446008,45.957294295774645,23.314293807511735,I-515,5.0,4.0,80.0,3511.7,3511.7,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8387,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",392971067.0,"Зелёный пр-т, д. 56",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/009,255.542712,256.10426753521125,85.65024923474178,54.701760943661974,23.994795103286386,,,,,,,,,,,,,,
8388,0,0,1,1,0,0,0,1,0,1,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",398863134.0,"Зелёный пр-т, д. 59, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/038,422.2897631784038,429.46777392018777,64.90448109389672,54.48559847887325,23.999834948356806,II-68-01,16.0,1.0,108.0,5400.9,5180.3,220.6,из железобетонных сегментов,нет,1.0,1.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8389,0,0,0,0,0,0,0,1,1,1,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",437682377.0,"Зелёный пр-т, д. 61",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,69.69045943147206,69.73870942639594,84.37887186294417,49.597479604060915,22.441250563451774,I-515,5.0,4.0,80.0,3521.6,3521.6,0.0,панельные,нет,0.0,0.0,толь-рубероид по деревянному настилу,МКД,в эксплуатации
8390,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",443156015.0,"Зелёный пр-т, д. 62, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,79.31127453658536,79.86801996585366,85.70725495609756,52.321516736585366,23.2655464,II-18-01/12,12.0,1.0,80.0,3664.9,3461.3,203.6,легкобетонные блоки,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8391,0,0,0,0,1,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",235245415.0,"Зелёный пр-т, д. 62, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,61.262393572769945,61.59178235680751,83.52675161502347,47.39668722065728,23.99882170892019,II-18-01/12,12.0,1.0,84.0,3630.2,3630.2,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8392,0,0,0,0,1,0,0,1,1,1,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",235254953.0,"Зелёный пр-т, д. 62, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,201.24332453051642,200.2887323943662,87.01991351173709,53.63620554929578,23.070722840375588,,,,,,,,,,,,,,
8393,0,0,0,0,0,0,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",391425289.0,"Зелёный пр-т, д. 63",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,81.85293794366197,76.37295976056338,87.18383950704225,53.90030935211267,21.819285502347416,I-515,5.0,4.0,80.0,3511.5,3511.5,0.0,панели керамзитобетонные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8394,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",723315107.0,"Зелёный пр-т, д. 65",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,72.19567605633803,71.32032394366198,84.49047334272302,51.59988262441314,23.07169014084507,I-515,5.0,4.0,80.0,3545.1,3545.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8395,0,0,0,0,1,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",235227134.0,"Зелёный пр-т, д. 64",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,403.65585550704225,403.3181646901408,87.4483768403756,57.18425550704226,23.998871563380284,,,,,,,,,,,,,,
8396,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",235261741.0,"Зелёный пр-т, д. 66, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,124.72681466197182,124.72228487793429,88.05590427699532,60.54708178403755,23.222166821596247,индивидуальный проект,13.0,1.0,72.0,4961.4,4559.7,401.7,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8397,0,0,0,0,0,1,0,1,1,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",392985026.0,"Зелёный пр-т, д. 66, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,109.05937316901407,111.08498385446008,83.89868955399061,57.09450185915493,22.238711075117372,индивидуальный проект,13.0,1.0,72.0,4904.4,4509.3,395.1,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8398,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",785498869.0,"Зелёный пр-т, д. 67, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,4.7777986229304505e+22,239.8508964711385,83.91365060093896,62.858399323943665,23.20995630805687,I-515,9.0,4.0,144.0,7113.9,7111.6,632.1304779315749,панельные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8399,0,0,1,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",785499439.0,"Зелёный пр-т, д. 67, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,117.6427248403756,115.72335772300468,83.94774373239437,54.52340844131455,23.185305028169015,нет данных,5.0,6.0,119.0,5134.3,5134.3,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8400,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",393070448.0,"Зелёный пр-т, д. 68, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,122.62123244131455,122.22144013615022,87.98513100938969,59.086403441314545,23.22327921126761,индивидуальный проект,13.0,1.0,72.0,4982.1,4574.9,407.2,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8401,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",246080262.0,"Зелёный пр-т, д. 68, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,5.1658431811379995e+22,116.51366310838829,91.50065989847717,59.83857868020305,23.842564102564104,индивидуальный проект,13.0,1.0,78.0,4865.5,4865.5,0.0,кирпичные,нет,2.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
8402,0,0,0,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",397217097.0,"Зелёный пр-т, д. 69, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,2.3888993114652253e+22,73.06243634355044,85.72125251173709,51.30336265258216,22.68580138207547,нет данных,5.0,4.0,80.0,3525.8,3525.8,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8403,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",437677132.0,"Зелёный пр-т, д. 69, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,76.01867389201878,75.92436683568076,84.46578959624414,54.706109056338036,22.793162460093896,нет данных,5.0,3.0,60.0,2576.1,2576.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8404,0,0,0,0,0,1,0,1,1,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",368966396.0,"Зелёный пр-т, д. 70, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,134.62513292670155,126.61819985863875,90.3950137382199,64.8179462617801,23.07001083246074,индивидуальный проект,13.0,1.0,78.0,4950.7,4950.7,0.0,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8405,0,0,0,0,0,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",393040271.0,"Зелёный пр-т, д. 70, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,98.51628979342723,101.29215724413145,89.0341753943662,59.27793530516431,22.501820164319252,индивидуальный проект,13.0,1.0,77.0,4919.4,4919.4,0.0,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8406,0,0,1,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",227842068.0,"Зелёный пр-т, д. 71, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,86.39268483568075,85.73175782159625,86.44150854929578,55.23367603755868,22.649778558685448,нет данных,5.0,5.0,80.0,3555.1,3535.8,632.1304779315749,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8407,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",433373070.0,"Зелёный пр-т, д. 71, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,45.91470666666667,45.1434148544601,87.39859968075116,49.856480746478866,23.271445403755866,нет данных,5.0,3.0,58.0,2712.5,2502.5,210.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8408,0,0,0,0,0,0,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",277930719.0,"Зелёный пр-т, д. 73",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,4.7777986229304505e+22,82.07308278099762,83.85502347417838,52.739859154929576,23.997630331753555,I-515,5.0,4.0,80.0,3519.6,3519.6,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8409,0,0,1,0,1,1,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",785472779.0,"Зелёный пр-т, д. 74",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,4.7777986229304505e+22,98.96869260259386,87.90986438497652,56.132449685446005,23.231911606635077,индивидуальный проект,5.0,2.0,60.0,5247.9,3341.2,1906.7,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8410,0,0,0,0,0,0,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",466155321.0,"Зелёный пр-т, д. 76",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/011,231.11522749295776,230.88777784037558,59.406486765258215,47.42248002347418,23.175232220657275,И-209А,14.0,1.0,94.0,4232.6,4069.9,162.7,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8411,0,0,0,0,0,1,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",391489739.0,"Зелёный пр-т, д. 77, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/002,46.83326226760564,45.49095189671362,88.74749429107982,43.437397070422534,23.999846413145544,II-18-31/12,12.0,1.0,81.0,3636.9,3473.1,163.8,легкобетонные блоки,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8412,0,0,0,0,0,1,0,1,1,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",437667342.0,"Зелёный пр-т, д. 77, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/002,64.82073208040201,65.56525792964824,88.44262819095478,50.20987181407034,22.310422964824124,II-18-01/12,12.0,1.0,81.0,3617.9,3477.0,140.9,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8413,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",437870952.0,"Свободный пр-т, д. 18",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/002,73.31821666183575,72.86258420772948,90.52552290821255,51.310605946859894,23.27280945410628,II-18-31/12,12.0,1.0,77.0,5091.1,3321.1,1770.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8414,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",391503536.0,"Зелёный пр-т, д. 83, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/040,2.3888993114652253e+22,42.300290057165476,74.25251262441314,48.0583129483568,23.300996891509435,нет данных,5.0,2.0,40.0,1924.0,1567.6,356.4,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
8415,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",437592870.0,"Зелёный пр-т, д. 83, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/040,86.63206976056337,86.38256950704226,74.64630802816902,47.58808759624413,23.298228661971827,нет данных,5.0,5.0,94.0,3977.5,3732.6,244.9,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8416,0,0,0,0,0,0,0,1,1,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",785498907.0,"Зелёный пр-т, д. 83, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/040,710.8498019342723,693.7625073380282,56.54352406103286,49.94311842723004,23.223961769953053,И-700А,19.0,2.0,150.0,8688.0,8638.0,50.0,из железобетонных сегментов,нет,2.0,2.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8417,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",391529019.0,"Зелёный пр-т, д. 85",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-07-0223/036,380.7236557370892,381.8406506760563,62.54812105164319,47.201574206572765,23.898147511737093,,,,,,,,,,,,,,
8418,0,0,0,0,0,1,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",1944419656.0,"Зелёный пр-т, д. 87, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/015,74.69239656807511,74.5492568028169,85.93467776525823,50.259841615023475,23.212096305164316,нет данных,5.0,4.0,64.0,4177.5,2708.3,1469.2,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8419,0,0,0,0,0,1,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",437623725.0,"Зелёный пр-т, д. 87, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/015,54.24315260093897,52.48662384507042,84.88686457276997,46.89254823474179,22.150687488262907,II-18-01/12,12.0,1.0,84.0,3623.0,3623.0,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8420,0,0,0,0,0,0,0,1,1,1,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",785487223.0,"Зелёный пр-т, д. 89, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,196.52184091079812,198.79783953051643,62.07397345539907,52.19642023943661,21.664659098591553,нет данных,5.0,4.0,80.0,3367.2,3367.2,0.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
8422,1,0,0,0,0,0,0,1,1,1,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",785503632.0,"Зелёный пр-т, д. 93",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,471.57475058685446,476.98435666197184,62.7002833943662,56.068624342723005,23.9838408685446,нет данных,5.0,4.0,80.0,3444.2,3444.2,0.0,из железобетонных сегментов,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
8423,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",336203182.0,"Зелёный пр-т, д. 95",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,316.43368544131454,319.5516615305164,62.62125907511738,54.834890291079816,22.43683291079812,нет данных,5.0,4.0,80.0,3623.9,3623.9,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8424,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",235790393.0,"Зелёный пр-т, д. 105",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,270.5216402535211,271.9933520422535,62.12718281690141,52.24017814084507,23.997220464788732,нет данных,5.0,4.0,79.0,3304.0,3264.3,39.7,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
8428,0,0,0,0,0,0,0,1,0,0,0,0,143494819.0,ОДС №10-Преображенское,"город Москва, Знаменская улица, дом 23",1606899050.0,"Зельев пер., д. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/115,669.5357142857143,0.0,54.73738132142858,43.8625283265306,23.073242183673468,,,,,,,,,,,,,,
8430,0,0,0,0,0,0,0,1,0,0,0,0,143494819.0,ОДС №10-Преображенское,"город Москва, Знаменская улица, дом 23",182952092.0,"Зельев пер., д. 9",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/070,63.1088766056338,63.11198339906103,80.89786316901407,47.67362107042253,23.996576300469485,нет данных,9.0,1.0,54.0,2871.4,2851.3,632.1304779315749,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8462,0,1,1,0,0,0,0,1,0,0,0,0,143494819.0,ОДС №10-Преображенское,"город Москва, Знаменская улица, дом 23",182974182.0,"Знаменская ул., д. 5",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/034,2.8666791737582703e+23,0.0,54.99009677464789,46.76462816901408,23.992154262910798,индивидуальный проект,14.0,3.0,167.0,8146.9,8083.9,63.0,кирпичные,нет,3.0,3.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
8463,0,0,0,0,0,0,0,1,0,0,0,0,143494819.0,ОДС №10-Преображенское,"город Москва, Знаменская улица, дом 23",182980305.0,"Знаменская ул., д. 8",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/115,619.411339389423,0.0,55.08348211057693,44.3372413076923,23.97160104326923,,,,,,,,,,,,,,
8464,0,0,0,0,1,1,0,1,0,0,0,0,143494819.0,ОДС №10-Преображенское,"город Москва, Знаменская улица, дом 23",182985630.0,"Знаменская ул., д. 19",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/070,163.04748936619717,162.11282276995306,85.0309802394366,51.356809868544595,23.985628943661972,П-29,9.0,5.0,180.0,7887.9,7887.9,0.0,кирпичные,нет,5.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
